date,time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,unique_key,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2015-06-15 00:00:00+00,10:30:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245097,SPORT UTILITY / STATION WAGON,OTHER,,,
2015-06-14 00:00:00+00,12:08:00,,,,,EAST 20 STREET,EAST 20 STREET LOOP,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3239133,OTHER,OTHER,,,
2015-06-14 00:00:00+00,17:40:00,,,40.6657321,-73.7537515,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3240217,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-14 00:00:00+00,20:45:00,,,,,,,5945 STRICKLAND AVENUE(PARKING LOT),0,0,0,0,0,0,0,0,Unspecified,,,,,3239996,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-13 00:00:00+00,14:50:00,,,,,AVENUE T,EAST 52 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3239992,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-13 00:00:00+00,20:30:00,,,,,1 AVENUE,PALADINO AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3239181,PASSENGER VEHICLE,VAN,,,
2015-06-12 00:00:00+00,08:45:00,MANHATTAN,10002,40.7123092,-73.9943621,MARKET STREET,MADISON STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3238456,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,21:00:00,,,,,,,2220 FOREST AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3240399,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-11 00:00:00+00,22:00:00,,,,,,,SHEA RD FMP,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238986,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,07:45:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238651,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-11 00:00:00+00,18:45:00,,,,,146 STREET,REEVES AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238935,VAN,BICYCLE,,,
2015-06-11 00:00:00+00,14:12:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237979,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-10 00:00:00+00,10:25:00,,,,,,,F/O 919 GOETHALS ROAD NORTH,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238414,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-10 00:00:00+00,07:45:00,,,,,FOREST AVENUE,DECKER AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3237749,PASSENGER VEHICLE,,,,
2015-06-10 00:00:00+00,21:30:00,,,,,,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3237954,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-10 00:00:00+00,07:40:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3237774,BUS,PICK-UP TRUCK,,,
2015-06-09 00:00:00+00,09:30:00,,,,,,,PULASKI BRIDGE/QNS BND,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237619,MOTORCYCLE,PASSENGER VEHICLE,,,
2015-06-09 00:00:00+00,19:40:00,,,,,ALBEE SQUARE,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3237501,LARGE COM VEH(6 OR MORE TIRES),,,,
2015-06-09 00:00:00+00,18:30:00,MANHATTAN,10011,40.7503074,-74.0083661,JOE DIMAGGIO HIGHWAY,WEST 24 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237143,SPORT UTILITY / STATION WAGON,BUS,,,
2015-06-09 00:00:00+00,08:02:00,,,,,HALSEY STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236803,OTHER,OTHER,,,
2015-06-06 00:00:00+00,01:40:00,,,,,QUEENS PLAZA NORTH,21 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3235640,PASSENGER VEHICLE,TAXI,,,
2015-06-09 00:00:00+00,10:06:00,MANHATTAN,10032,40.8330982,-73.9406527,SAINT NICHOLAS AVENUE,WEST 158 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236552,OTHER,BUS,,,
2015-06-09 00:00:00+00,16:30:00,QUEENS,11419,40.6881124,-73.8193308,LIBERTY AVENUE,125 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236932,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2015-06-08 00:00:00+00,19:10:00,,,40.7431991,-73.8958815,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3236964,PASSENGER VEHICLE,,,,
2015-06-08 00:00:00+00,14:35:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236599,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,20:28:00,,,,,BEACH 9 STREET,LANETT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3236855,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,18:25:00,,,,,PERRY AVENUE,64 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236882,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,17:44:00,,,,,ARTHUR AVENUE,EAST 184 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3237320,UNKNOWN,BICYCLE,,,
2015-06-08 00:00:00+00,14:30:00,,,,,,,I/S/O 500 5TH STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3236777,SPORT UTILITY / STATION WAGON,,,,
2015-06-08 00:00:00+00,13:35:00,,,,,61 STREET,QUEENS BOULEVARD,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3236954,PASSENGER VEHICLE,BICYCLE,,,
2015-06-08 00:00:00+00,11:30:00,MANHATTAN,10010,40.7415488,-73.9895745,WEST 23 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3235751,LIVERY VEHICLE,BICYCLE,,,
2015-06-08 00:00:00+00,10:30:00,BRONX,10451,40.8233848,-73.9183394,PARK AVENUE,EAST 158 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3236562,PASSENGER VEHICLE,,,,
2015-06-07 00:00:00+00,10:25:00,,,,,UNION TURNPIKE,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3235606,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-07 00:00:00+00,16:30:00,,,,,,,PARKING LOT 100 BAYCHESTER,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235900,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-07 00:00:00+00,19:02:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235908,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-07 00:00:00+00,17:20:00,,,,,,,FLUSHING MEADOW PARK,0,0,0,0,0,0,0,0,Backing Unsafely,Traffic Control Disregarded,,,,3236273,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-07 00:00:00+00,01:00:00,,,,,YELLOWSTONE BOULEVARD,AUSTIN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235605,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-06 00:00:00+00,00:30:00,,,,,WEBSTER AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3234797,VAN,PASSENGER VEHICLE,,,
2015-06-04 00:00:00+00,11:05:00,,,,,43 AVENUE,22 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3234525,VAN,UNKNOWN,,,
2015-06-06 00:00:00+00,12:04:00,,,,,,,PL OF PALMER AVE AND HEBERTON AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3235687,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-06 00:00:00+00,13:04:00,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,,,3237336,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-06 00:00:00+00,18:50:00,,,,,CHURCH AVENUE,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235348,OTHER,BICYCLE,,,
2015-06-06 00:00:00+00,04:35:00,,,,,52 STREET,39 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235074,TAXI,UNKNOWN,,,
2015-06-06 00:00:00+00,04:49:00,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3234971,PASSENGER VEHICLE,,,,
2015-06-05 00:00:00+00,20:20:00,,,,,METROPOLITAN AVENUE,78 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3235016,SPORT UTILITY / STATION WAGON,,,,
2015-06-05 00:00:00+00,22:45:00,,,,,WEBSTER AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3234767,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-06 00:00:00+00,04:45:00,,,,,MERRICK BOULEVARD,221 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235029,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-05 00:00:00+00,08:45:00,,,,,HAMILTON AVENUE,3 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3234357,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
2015-06-05 00:00:00+00,16:00:00,,,,,31 STREET,ASTORIA BOULEVARD,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3235127,PASSENGER VEHICLE,BICYCLE,,,
2015-06-05 00:00:00+00,10:15:00,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,View Obstructed/Limited,,,,3234548,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
2015-06-05 00:00:00+00,17:00:00,,,,,FOREST HILL ROAD,PLATINUM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235136,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-05 00:00:00+00,17:20:00,MANHATTAN,10027,40.8112661,-73.9578098,AMSTERDAM AVENUE,WEST 123 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3234168,OTHER,PASSENGER VEHICLE,,,
2015-06-05 00:00:00+00,18:45:00,,,,,PARK HILL LANE,PARK HILL CIRCLE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3235669,SPORT UTILITY / STATION WAGON,,,,
2015-06-05 00:00:00+00,19:15:00,MANHATTAN,10036,40.7579729,-73.9855364,WEST 45 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237187,PASSENGER VEHICLE,TAXI,,,
2015-06-05 00:00:00+00,00:50:00,,,,,,,6301 BWAY,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3234815,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-04 00:00:00+00,19:30:00,,,,,,,PARKING LOT OF 82-10 164 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3233901,PASSENGER VEHICLE,,,,
2015-06-04 00:00:00+00,12:25:00,,,,,RICHMOND AVENUE,YUKON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3234011,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-04 00:00:00+00,14:24:00,,,,,123 STREET,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3233883,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-04 00:00:00+00,17:45:00,,,,,165 STREET,HILLSIDE AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3233900,UNKNOWN,,,,
2015-06-03 00:00:00+00,10:50:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3233319,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-03 00:00:00+00,14:02:00,,,40.5842817,-73.925282,,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3233017,PASSENGER VEHICLE,,,,
2015-06-03 00:00:00+00,05:00:00,,,,,LIBERTY AVENUE,123 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3233252,PASSENGER VEHICLE,,,,
2015-06-03 00:00:00+00,08:35:00,,,,,LINDEN BOULEVARD,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3233970,BUS,PASSENGER VEHICLE,,,
2015-06-02 00:00:00+00,18:19:00,,,40.7188655,-73.9748205,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232043,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-02 00:00:00+00,17:27:00,BROOKLYN,11234,40.6114632,-73.9243649,AVENUE T,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3243532,PASSENGER VEHICLE,,,,
2015-06-02 00:00:00+00,12:10:00,QUEENS,11436,40.6833601,-73.7972488,INWOOD STREET,115 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232700,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-02 00:00:00+00,20:25:00,BROOKLYN,11222,40.7257012,-73.9569296,GEM STREET,MESEROLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232496,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-02 00:00:00+00,01:25:00,,,,,AVENUE V,EAST 1 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232297,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2015-06-01 00:00:00+00,19:35:00,,,,,CONEY ISLAND AVENUE,BANNER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3232293,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-02 00:00:00+00,14:40:00,,,40.7420646,-73.8245213,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3233287,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-02 00:00:00+00,08:05:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232360,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-02 00:00:00+00,23:15:00,BROOKLYN,11229,40.610949,-73.9536001,OCEAN AVENUE,AVENUE P,,0,0,0,0,0,0,0,0,Unspecified,,,,,3233070,UNKNOWN,,,,
2015-06-01 00:00:00+00,08:52:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232358,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-01 00:00:00+00,22:50:00,,,,,64 AVENUE,188 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232586,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
2015-06-01 00:00:00+00,20:29:00,,,40.7168259,-73.8201832,,,,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,,,,,3232591,PASSENGER VEHICLE,,,,
2015-06-01 00:00:00+00,15:50:00,QUEENS,11367,40.7252647,-73.8187575,73 AVENUE,147 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3231871,PASSENGER VEHICLE,BUS,,,
2015-06-01 00:00:00+00,13:19:00,,,,,,,PL OF FOREST AVENUE AND JEWETT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Prescription Medication,,,,3231988,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-01 00:00:00+00,01:07:00,,,,,,,,0,0,0,0,0,0,0,0,Drugs (Illegal),,,,,3234994,SPORT UTILITY / STATION WAGON,,,,
2015-06-01 00:00:00+00,15:00:00,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3235266,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-01 00:00:00+00,07:40:00,,,,,JACKSON AVENUE,11 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232615,TAXI,SPORT UTILITY / STATION WAGON,,,
2015-06-03 00:00:00+00,09:35:00,,,,,,,,0,0,0,0,0,0,0,0,,,,,,3232929,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2015-06-22 00:00:00+00,03:54:00,,,,,EAST 138 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244128,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-30 00:00:00+00,16:50:00,,,,,,,60 MONARCH COURT,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3251389,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-29 00:00:00+00,14:35:00,,,,,PARK AVENUE,EAST 175 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3249650,VAN,VAN,,,
2015-06-23 00:00:00+00,14:05:00,,,,,COOPER AVENUE,80 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3245299,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
2015-06-29 00:00:00+00,02:30:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3250858,LIVERY VEHICLE,VAN,,,
2015-06-29 00:00:00+00,15:20:00,,,,,EAST 138 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3249593,VAN,SPORT UTILITY / STATION WAGON,,,
2015-06-28 00:00:00+00,17:04:00,,,,,3 AVENUE,PROSPECT AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3248335,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-27 00:00:00+00,22:50:00,,,,,DREW STREET,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3248352,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-26 00:00:00+00,14:00:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3247628,PASSENGER VEHICLE,MOTORCYCLE,,,
2015-06-26 00:00:00+00,23:54:00,,,,,,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,3247881,SPORT UTILITY / STATION WAGON,,,,
2015-06-25 00:00:00+00,17:15:00,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3246868,PASSENGER VEHICLE,,,,
2015-06-25 00:00:00+00,20:30:00,,,,,,,5100 AVENUE (PARKING GARAGE),0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3247071,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-25 00:00:00+00,09:25:00,,,,,FLATBUSH AVENUE,DEKALB AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3246591,VAN,PASSENGER VEHICLE,,,
2015-06-24 00:00:00+00,21:30:00,,,,,,,1866 RALPH AVENUE(PARKING LOT),0,0,0,0,0,0,0,0,,,,,,3246433,VAN,SPORT UTILITY / STATION WAGON,,,
2015-06-21 00:00:00+00,18:48:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3242919,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2015-06-21 00:00:00+00,01:00:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3244728,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-21 00:00:00+00,14:05:00,,,,,149 AVENUE,241 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3243128,SPORT UTILITY / STATION WAGON,,,,
2015-06-21 00:00:00+00,12:05:00,,,,,QUEENS PLAZA SOUTH,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3243165,PASSENGER VEHICLE,OTHER,,,
2015-06-21 00:00:00+00,03:40:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3242845,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-20 00:00:00+00,19:00:00,,,,,,,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,,,,3242848,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-06-20 00:00:00+00,02:58:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3242494,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-19 00:00:00+00,18:55:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3242613,SMALL COM VEH(4 TIRES),VAN,,,
2015-06-19 00:00:00+00,10:20:00,,,,,,,PARKING LOT OF 40-24 COLLEGE POINT BLVD,0,0,0,0,0,0,0,0,Fatigued/Drowsy,,,,,3243817,PASSENGER VEHICLE,,,,
2015-06-19 00:00:00+00,11:10:00,,,,,WEST TREMONT AVENUE,GRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3243468,VAN,SPORT UTILITY / STATION WAGON,,,
2015-06-19 00:00:00+00,15:55:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3242365,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-18 00:00:00+00,21:20:00,,,,,65 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3241861,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-17 00:00:00+00,18:30:00,,,,,,,446DEAN ST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3241284,OTHER,PASSENGER VEHICLE,,,
2015-06-16 00:00:00+00,20:05:00,,,,,,,,1,0,0,0,0,0,1,0,Glare,Unspecified,,,,3245570,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-15 00:00:00+00,09:00:00,,,,,GREENPOINT AVENUE,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3241440,UNKNOWN,VAN,,,
2015-06-13 00:00:00+00,00:10:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3257932,PASSENGER VEHICLE,LIVERY VEHICLE,,,
2015-06-12 00:00:00+00,08:35:00,,,,,AMADOR STREET,AMITY PLACE,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3239069,PASSENGER VEHICLE,,,,
2015-06-12 00:00:00+00,01:00:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3238901,PASSENGER VEHICLE,,,,
2015-06-11 00:00:00+00,17:00:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244887,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-10 00:00:00+00,06:10:00,,,,,21 STREET,QUEENS PLAZA SOUTH,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237626,PASSENGER VEHICLE,TAXI,,,
2015-06-10 00:00:00+00,17:35:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3237996,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,07:30:00,,,,,ATLANTIC AVENUE,75 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3236859,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-07 00:00:00+00,16:00:00,,,,,,,F/O BOYLAND STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236078,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-06 00:00:00+00,15:54:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3234639,OTHER,UNKNOWN,,,
2015-06-06 00:00:00+00,05:45:00,,,,,UNIONPORT ROAD,GUERLAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3234751,TAXI,,,,
2015-06-04 00:00:00+00,10:30:00,,,,,,,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,Unspecified,,,3233629,PASSENGER VEHICLE,VAN,,,
2015-06-05 00:00:00+00,18:35:00,,,,,MEEKER AVENUE,METROPOLITAN AVENUE,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,3234454,SPORT UTILITY / STATION WAGON,,,,
2015-06-04 00:00:00+00,23:45:00,,,,,,,,1,0,0,0,0,0,1,0,Outside Car Distraction,,,,,3234542,PASSENGER VEHICLE,,,,
2015-06-04 00:00:00+00,09:38:00,,,,,,,CITIFIELD GATE 4,0,0,0,0,0,0,0,0,Unspecified,,,,,3233947,SPORT UTILITY / STATION WAGON,,,,
2015-06-03 00:00:00+00,14:00:00,,,,,174 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3233957,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-03 00:00:00+00,17:44:00,,,,,UNDERCLIFF AVENUE,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3233600,BUS,PASSENGER VEHICLE,,,
2015-06-03 00:00:00+00,23:40:00,,,,,EAST HOUSTON STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,3233423,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-02 00:00:00+00,20:22:00,,,,,HOLLIS AVENUE,198 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3232704,SPORT UTILITY / STATION WAGON,,,,
2015-06-01 00:00:00+00,09:30:00,,,,,,,PARKING LOT 15-06  132 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3231881,VAN,UNKNOWN,,,
2015-06-01 00:00:00+00,05:50:00,,,,,,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,,,3231924,LARGE COM VEH(6 OR MORE TIRES),,,,
2015-06-01 00:00:00+00,02:30:00,,,,,ATLANTIC AVENUE,78 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,,,,,3231803,SPORT UTILITY / STATION WAGON,,,,
2015-06-29 00:00:00+00,21:05:00,,,,,170 STREET,JAMAICA AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3249915,PASSENGER VEHICLE,,,,
2015-06-29 00:00:00+00,01:45:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3249169,PASSENGER VEHICLE,,,,
